10,100,1
11,81,1
5,22,1
-4,87,1
11,65,1
1,73,1
1,56,1
7,37,1
5,19,1
13,95,1
-3,76,1
6,96,1
10,74,1
-1,58,1
-6,55,1
4,26,1
10,61,1
-6,98,1
3,53,1
0,58,1
10,67,1
-3,39,1
3,68,1
5,70,1
3,59,1
13,90,1
-2,79,1
9,65,1
8,57,1
-4,17,1
-11,90,1
7,88,1
6,42,1
3,34,1
12,75,1
-7,31,1
-11,66,1
-13,87,1
-2,26,1
3,64,1
9,95,1
11,70,1
-7,53,1
0,22,1
6,55,1
0,89,1
8,85,1
-11,79,1
6,45,1
9,65,1
-3,5,1
-6,89,1
-1,72,1
6,78,1
-11,74,1
1,97,1
-11,81,1
5,17,1
6,71,1
9,41,1
-9,70,1
-10,78,1
-3,51,1
-3,65,1
-1,7,1
-13,89,1
2,80,1
-11,94,1
-3,5,1
3,19,1
3,66,1
-9,64,1
7,76,1
-4,25,1
1,37,1
-8,77,1
-3,69,1
-6,71,1
-4,17,1
10,99,1
1,90,1
4,78,1
3,87,1
13,32,-1
11,28,-1
17,95,-1
20,60,-1
-16,-1,-1
-8,21,-1
13,35,-1
-20,31,-1
13,11,-1
-15,10,-1
16,87,-1
18,23,-1
12,59,-1
11,29,-1
17,59,-1
-12,41,-1
6,-7,-1
-14,97,-1
15,57,-1
-17,85,-1
18,-3,-1
-7,24,-1
-17,85,-1
17,91,-1
-7,24,-1
12,23,-1
18,64,-1
-8,12,-1
-17,82,-1
-9,17,-1
-20,99,-1
17,32,-1
20,41,-1
-19,100,-1
12,29,-1
-11,31,-1
8,-4,-1
-15,31,-1
-15,40,-1
19,72,-1
6,3,-1
7,6,-1
-13,20,-1
-16,35,-1
-19,68,-1
-13,84,-1
-10,26,-1
9,37,-1
1,-4,-1
-15,34,-1
18,61,-1
-1,-10,-1
-19,44,-1
7,-9,-1
-20,13,-1
10,45,-1
-19,37,-1
19,55,-1
17,-9,-1
-16,81,-1
-15,23,-1
-20,62,-1
14,81,-1
-20,84,-1
19,61,-1
14,86,-1
12,-3,-1
7,-2,-1
14,63,-1
14,29,-1
18,2,-1
1,-6,-1
19,32,-1
-20,98,-1
20,46,-1
-13,48,-1
14,13,-1
18,49,-1
-11,22,-1
20,78,-1
-17,64,-1
20,60,-1
19,-3,-1
-1,-2,-1
-18,0,-1
20,56,-1
-14,46,-1
-12,64,-1
-11,35,-1
-16,81,-1
20,80,-1
-16,31,-1
-13,47,-1
15,91,-1
-15,65,-1
-19,0,-1
-12,59,-1
16,30,-1
16,13,-1
-18,14,-1
-6,6,-1
-20,87,-1
19,89,-1
14,18,-1
11,47,-1
8,-5,-1
19,3,-1
-19,26,-1
-3,-8,-1
13,11,-1
19,82,-1
-19,2,-1
10,45,-1
-16,4,-1
-19,14,-1
9,25,-1
