16,14,1
65,57,1
57,59,1
-66,70,1
85,99,1
41,82,1
-50,40,1
29,37,1
22,42,1
2,26,1
74,-30,1
14,8,1
89,-27,1
-47,73,1
98,-10,1
50,-3,1
-28,93,1
-53,81,1
83,-10,1
-62,62,1
1,42,1
44,-5,1
59,96,1
-41,100,1
-2,72,1
-3,72,1
44,65,1
63,98,1
59,-21,1
-47,40,1
40,7,1
27,-1,1
81,70,1
-32,39,1
51,63,1
76,44,1
-51,93,1
29,21,1
12,43,1
-9,77,1
63,31,1
100,56,1
8,43,1
50,29,1
-67,100,1
20,10,1
23,11,1
78,13,1
19,65,1
94,80,1
-76,93,1
68,29,1
32,63,1
-37,49,1
50,92,1
-1,40,1
63,60,1
19,10,1
81,42,1
97,90,1
86,44,1
8,52,1
-23,62,1
92,16,1
-14,38,1
-39,55,1
46,-1,1
-49,80,1
56,-19,1
75,40,1
-67,61,1
52,80,1
44,-13,1
71,-5,1
79,-16,1
-88,75,1
95,-3,1
75,93,1
88,-40,1
71,-9,1
-56,92,1
-27,38,1
58,-1,1
21,15,1
-62,55,1
-4,83,1
-82,84,1
-61,93,1
44,93,1
21,33,1
88,78,1
82,22,1
35,27,1
-75,-64,-1
59,-96,-1
-95,-77,-1
-27,-37,-1
94,-88,-1
70,-99,-1
-49,-3,-1
43,-73,-1
-68,-8,-1
32,-96,-1
69,-85,-1
-64,-3,-1
-56,-15,-1
-95,27,-1
-28,-91,-1
47,-87,-1
-76,-55,-1
-6,-69,-1
-44,-35,-1
-16,-29,-1
-46,-12,-1
73,-90,-1
-64,30,-1
-20,-80,-1
0,-13,-1
-61,25,-1
-27,-41,-1
-63,15,-1
-11,-31,-1
-44,-16,-1
30,-86,-1
-53,14,-1
-62,-95,-1
-87,20,-1
68,-54,-1
-5,-49,-1
20,-70,-1
93,-96,-1
6,-57,-1
34,-44,-1
-34,-1,-1
-68,-23,-1
-61,-73,-1
31,-61,-1
82,-61,-1
81,-73,-1
-51,-17,-1
-64,22,-1
21,-81,-1
-82,-1,-1
-45,-88,-1
-16,-85,-1
-81,-84,-1
-44,-34,-1
-18,-28,-1
-90,-1,-1
-9,-86,-1
-17,-27,-1
-6,-8,-1
77,-67,-1
-87,-61,-1
40,-97,-1
13,-28,-1
26,-58,-1
-82,-41,-1
60,-83,-1
3,-76,-1
69,-59,-1
16,-66,-1
-96,43,-1
-30,-80,-1
15,-45,-1
48,-59,-1
80,-79,-1
40,-88,-1
18,-79,-1
97,-91,-1
-99,-32,-1
68,-83,-1
-28,-63,-1
-48,-37,-1
26,-84,-1
-53,-41,-1
-25,-91,-1
-21,-34,-1
-42,-76,-1
-81,19,-1
58,-98,-1
